637,83,121,4,X,7,4,4,2,5,32
638,83,121,5,4,3,3,X,2,7,29
639,83,121,6,5,8,8,M,2,X,33
640,83,122,1,3,1,4,M,1,10,19
641,83,122,2,M,2,5,4,5,7,23
642,83,122,3,6,8,X,3,2,6,35
643,83,122,4,6,2,M,3,9,7,27
644,83,122,5,X,7,5,5,9,1,37
645,83,122,6,3,4,4,9,6,1,27
646,83,123,1,6,10,1,6,5,1,29
647,83,123,2,9,X,7,10,4,3,43
648,83,123,3,6,6,7,10,1,9,39
649,83,123,4,3,5,6,2,1,8,25
650,83,123,5,X,4,1,5,8,2,30
651,83,123,6,3,8,5,1,9,X,36
652,84,124,1,2,1,6,9,4,X,32
653,84,124,2,M,4,4,X,10,M,28
654,84,124,3,2,8,7,X,X,7,44
655,84,124,4,9,M,X,M,8,3,30
656,84,124,5,6,8,M,7,5,1,27
657,84,124,6,5,7,4,8,6,6,36
658,84,125,1,7,5,9,4,M,10,35
659,84,125,2,2,7,5,M,5,3,22
660,84,125,3,7,4,8,3,X,3,35
661,84,125,4,5,8,8,X,3,3,37
662,84,125,5,5,M,X,6,2,9,32
663,84,125,6,5,9,X,10,10,8,52
664,84,126,1,6,5,6,4,5,X,36
665,84,126,2,5,2,5,9,M,6,27
666,84,126,3,4,2,8,10,3,3,30
667,84,126,4,6,X,X,X,2,6,44
668,84,126,5,9,9,8,6,M,M,32
669,84,126,6,7,9,5,4,2,M,27
670,85,127,1,7,5,10,M,6,7,35
671,85,127,2,10,1,X,X,X,4,45
672,85,127,3,M,8,2,3,9,7,29
673,85,127,4,8,10,5,M,4,9,36
674,85,127,5,9,1,7,3,6,6,32
675,85,127,6,7,4,2,2,X,8,33
676,85,128,1,X,4,M,M,8,6,28
677,85,128,2,5,9,8,6,3,8,39
678,85,128,3,10,X,6,5,3,5,39
679,85,128,4,X,8,10,9,7,7,51
680,85,128,5,4,8,2,2,M,X,26
681,85,128,6,9,6,10,7,9,9,50
682,85,129,1,M,10,1,6,3,6,26
683,85,129,2,9,6,10,4,7,7,43
684,85,129,3,1,1,2,3,10,6,23
685,85,129,4,7,9,1,X,2,X,39
686,85,129,5,8,1,1,X,7,5,32
687,85,129,6,5,9,8,6,3,8,39
